county,state,averageOctoberTemperature,averageOctoberTemperatureBucket,year
Plymouth,IA,50.4,124,2021
Pocahontas,IA,49.2,92,2021
Polk,IA,52.1,174,2021
Pottawattamie,IA,52.5,188,2021
Poweshiek,IA,49.7,102,2021
Ringgold,IA,53.4,212,2021
Sac,IA,50.9,137,2021
Scott,IA,51.8,163,2021
Shelby,IA,50.8,135,2021
Sioux,IA,50,111,2021
Story,IA,50.9,137,2021
Tama,IA,49.7,102,2021
Taylor,IA,53.1,204,2021
Union,IA,52.5,188,2021
Van Buren,IA,51.2,146,2021
Wapello,IA,51.5,154,2021
Warren,IA,52,170,2021
Washington,IA,50.6,130,2021
Wayne,IA,51.7,160,2021
Webster,IA,49.7,102,2021
Winnebago,IA,48.6,75,2021
Winneshiek,IA,48.2,64,2021
Woodbury,IA,50.9,137,2021
Worth,IA,48.5,73,2021
Wright,IA,48.9,84,2021
Allen,KS,58.8,351,2021
Anderson,KS,58,334,2021
Atchison,KS,55.8,282,2021
Barber,KS,59.7,366,2021
Barton,KS,57.2,317,2021
Bourbon,KS,58.5,345,2021
Brown,KS,55,261,2021
Butler,KS,59.8,368,2021
Chase,KS,57.4,322,2021
Chautauqua,KS,60.5,379,2021
Cherokee,KS,60,372,2021
Cheyenne,KS,55.9,284,2021
Clark,KS,59.2,358,2021
Clay,KS,57,312,2021
Cloud,KS,57.4,322,2021
Coffey,KS,59,353,2021
Comanche,KS,59.3,360,2021
Cowley,KS,60.8,385,2021
Crawford,KS,59.2,358,2021
Decatur,KS,55.8,282,2021
Dickinson,KS,57.6,326,2021
Doniphan,KS,54.9,258,2021
Douglas,KS,57.5,323,2021
Edwards,KS,58.2,338,2021
Elk,KS,59.9,369,2021
Ellis,KS,57.5,323,2021
Ellsworth,KS,57.9,332,2021
Finney,KS,56.9,308,2021
Ford,KS,58.3,340,2021
Franklin,KS,57.7,328,2021
Geary,KS,57,312,2021
Gove,KS,57,312,2021
Graham,KS,56.3,294,2021
Grant,KS,57.4,322,2021
Gray,KS,57.6,326,2021
Greeley,KS,55.2,267,2021
Greenwood,KS,59.2,358,2021
Hamilton,KS,56.3,294,2021
Harper,KS,61,389,2021
Harvey,KS,59.2,358,2021
Haskell,KS,57.4,322,2021
Hodgeman,KS,58.2,338,2021
Jackson,KS,55.8,282,2021
Jefferson,KS,57.1,314,2021
Jewell,KS,55.9,284,2021
Johnson,KS,57.5,323,2021
Kearny,KS,56.5,299,2021
Kingman,KS,59.3,360,2021
Kiowa,KS,58.6,348,2021
Labette,KS,60.5,379,2021
Lane,KS,57,312,2021
Leavenworth,KS,57.3,319,2021
Lincoln,KS,57.7,328,2021
Linn,KS,57.6,326,2021
Logan,KS,56.9,308,2021
Lyon,KS,58.3,340,2021
McPherson,KS,58.6,348,2021
Marion,KS,58,334,2021
Marshall,KS,54.8,255,2021
Meade,KS,59,353,2021
Miami,KS,57.4,322,2021
Mitchell,KS,56.7,304,2021
Montgomery,KS,60.6,381,2021
Morris,KS,56.8,307,2021
Morton,KS,58.3,340,2021
Nemaha,KS,54.6,248,2021
Neosho,KS,59.8,368,2021
Ness,KS,57.7,328,2021
Norton,KS,55.4,271,2021
Osage,KS,58.3,340,2021
Osborne,KS,56.8,307,2021
Ottawa,KS,57.9,332,2021
Pawnee,KS,57.6,326,2021
Phillips,KS,55.4,271,2021
Pottawatomie,KS,56.1,290,2021
Pratt,KS,58.4,343,2021
Rawlins,KS,55.7,278,2021
Reno,KS,58.7,349,2021
Republic,KS,56.2,291,2021
Rice,KS,57.8,330,2021
Riley,KS,56.5,299,2021
Rooks,KS,56.5,299,2021
Rush,KS,57.4,322,2021
Russell,KS,57.9,332,2021
Saline,KS,58.4,343,2021
Scott,KS,56.4,297,2021
Sedgwick,KS,60.5,379,2021
Seward,KS,58.6,348,2021
Shawnee,KS,57.9,332,2021
Sheridan,KS,56.3,294,2021
Sherman,KS,56.3,294,2021
Smith,KS,55.6,277,2021
Stafford,KS,57.7,328,2021
Stanton,KS,57.4,322,2021
Stevens,KS,58.3,340,2021
Sumner,KS,61.4,397,2021
Thomas,KS,56,287,2021
Trego,KS,57.2,317,2021
Wabaunsee,KS,57.3,319,2021
Wallace,KS,56.4,297,2021
Washington,KS,55.4,271,2021
Wichita,KS,55.7,278,2021
Wilson,KS,60,372,2021
Woodson,KS,59.5,363,2021
Wyandotte,KS,57.7,328,2021
Adair,KY,54.8,255,2021
Allen,KY,56.2,291,2021
Anderson,KY,55.1,263,2021
Ballard,KY,58.2,338,2021
Barren,KY,56.1,290,2021
Bath,KY,54.2,235,2021
Bell,KY,52,170,2021
Boone,KY,54.6,248,2021
Bourbon,KY,54.1,233,2021
Boyd,KY,54,230,2021
Boyle,KY,55,261,2021
Bracken,KY,53.7,221,2021
Breathitt,KY,54.6,248,2021
Breckinridge,KY,54.7,251,2021
Bullitt,KY,56,287,2021
Butler,KY,57.1,314,2021
Caldwell,KY,57,312,2021
Calloway,KY,57.1,314,2021
Campbell,KY,54.3,238,2021
Carlisle,KY,58.3,340,2021
Carroll,KY,55,261,2021
Carter,KY,53.1,204,2021
Casey,KY,54.1,233,2021
Christian,KY,56.6,302,2021
Clark,KY,54.6,248,2021
Clay,KY,53.3,210,2021
Clinton,KY,54.4,242,2021
Crittenden,KY,57.2,317,2021
Cumberland,KY,55.3,269,2021
Daviess,KY,56.2,291,2021
Edmonson,KY,56.6,302,2021
Elliott,KY,53.2,206,2021
Estill,KY,54.8,255,2021
Fayette,KY,54.7,251,2021
Fleming,KY,53.7,221,2021
Floyd,KY,53.7,221,2021
Franklin,KY,55,261,2021
Fulton,KY,58.5,345,2021
Gallatin,KY,55,261,2021
Garrard,KY,55.1,263,2021
Grant,KY,54.4,242,2021
Graves,KY,57.9,332,2021
Grayson,KY,55.6,277,2021
Green,KY,55.6,277,2021
Greenup,KY,53.3,210,2021
Hancock,KY,54.8,255,2021
Hardin,KY,55.3,269,2021
Harlan,KY,51.7,160,2021
Harrison,KY,53.9,226,2021
Hart,KY,55.9,284,2021
Henderson,KY,57.1,314,2021
Henry,KY,54.7,251,2021
Hickman,KY,58.3,340,2021
Hopkins,KY,57.2,317,2021
Jackson,KY,53.4,212,2021
Jefferson,KY,56,287,2021
Jessamine,KY,55.2,267,2021
Johnson,KY,53.4,212,2021
Kenton,KY,54.3,238,2021
Knott,KY,53.3,210,2021
Knox,KY,52.6,190,2021
Larue,KY,55.4,271,2021
Laurel,KY,53.1,204,2021
Lawrence,KY,53.5,215,2021
Lee,KY,54.6,248,2021
Leslie,KY,53.2,206,2021
Letcher,KY,52.1,174,2021
Lewis,KY,53,201,2021
Lincoln,KY,54.3,238,2021
Livingston,KY,57.8,330,2021
Logan,KY,56.8,307,2021
Lyon,KY,57.4,322,2021
McCracken,KY,58.4,343,2021
McCreary,KY,52.4,183,2021
McLean,KY,57.1,314,2021
Madison,KY,55,261,2021
Magoffin,KY,53.7,221,2021
Marion,KY,55.2,267,2021
Marshall,KY,57.8,330,2021
Martin,KY,53.5,215,2021
Mason,KY,53.4,212,2021
Meade,KY,54.8,255,2021
Menifee,KY,53.9,226,2021
Mercer,KY,55.2,267,2021
Metcalfe,KY,55.3,269,2021
Monroe,KY,55.3,269,2021
Montgomery,KY,54.2,235,2021
Morgan,KY,53.6,218,2021
Muhlenberg,KY,57.2,317,2021
Nelson,KY,55.6,277,2021
Nicholas,KY,53.9,226,2021
Ohio,KY,56.4,297,2021
Oldham,KY,54.9,258,2021
Owen,KY,54.7,251,2021
Owsley,KY,54.3,238,2021
Pendleton,KY,54.2,235,2021
Perry,KY,53.8,224,2021
Pike,KY,53.1,204,2021
Powell,KY,54.6,248,2021
Pulaski,KY,53.4,212,2021
Robertson,KY,53.6,218,2021
Rockcastle,KY,53.6,218,2021
Rowan,KY,53.5,215,2021
Russell,KY,54.1,233,2021
Scott,KY,54.4,242,2021
Shelby,KY,54.7,251,2021
Simpson,KY,56.7,304,2021
Spencer,KY,55.3,269,2021
Taylor,KY,55.1,263,2021
Todd,KY,56.7,304,2021
Trigg,KY,56.7,304,2021
Trimble,KY,54.8,255,2021
Union,KY,57.1,314,2021
Warren,KY,57.2,317,2021
Washington,KY,55.2,267,2021
Wayne,KY,53.4,212,2021
Webster,KY,57,312,2021
Whitley,KY,52.4,183,2021
Wolfe,KY,54.2,235,2021
Woodford,KY,55.1,263,2021
Acadia,LA,67.3,482,2021
Allen,LA,66.5,473,2021
Ascension,LA,67.1,479,2021
Assumption,LA,67.4,483,2021
Avoyelles,LA,66.1,466,2021
Beauregard,LA,66.5,473,2021
Bienville,LA,64.1,440,2021
Bossier,LA,64.6,448,2021
Caddo,LA,64.8,451,2021
Calcasieu,LA,66.9,477,2021
Caldwell,LA,64.8,451,2021
Cameron,LA,68.2,489,2021
Catahoula,LA,65.9,464,2021
Claiborne,LA,63.6,434,2021
Concordia,LA,66.3,470,2021
De Soto,LA,64.8,451,2021
East Baton Rouge,LA,66.8,475,2021
East Carroll,LA,64.9,452,2021
East Feliciana,LA,66.2,468,2021
Evangeline,LA,66.3,470,2021
Franklin,LA,65.3,457,2021
Grant,LA,65,454,2021
Iberia,LA,68.1,489,2021
Iberville,LA,67.3,482,2021
Jackson,LA,63.9,437,2021
Jefferson,LA,69.1,494,2021
Jefferson Davis,LA,67.2,481,2021
Lafayette,LA,67.6,484,2021
Lafourche,LA,68.6,492,2021
La Salle,LA,65.3,457,2021
Lincoln,LA,63.7,435,2021
Livingston,LA,66.7,475,2021
Madison,LA,65.4,458,2021
Morehouse,LA,64.3,443,2021
Natchitoches,LA,65,454,2021
Orleans,LA,68.7,493,2021
Ouachita,LA,64.3,443,2021
Plaquemines,LA,70.1,496,2021
Pointe Coupee,LA,67.1,479,2021
Rapides,LA,65.8,462,2021
Red River,LA,64.7,450,2021
Richland,LA,64.8,451,2021
Sabine,LA,65.4,458,2021
St. Bernard,LA,69.2,494,2021
St. Charles,LA,68.3,490,2021
St. Helena,LA,65.7,461,2021
St. James,LA,67.3,482,2021
St. John the Baptist,LA,67.6,484,2021
St. Landry,LA,66.8,475,2021
St. Martin,LA,67.5,484,2021
St. Mary,LA,68.4,491,2021
St. Tammany,LA,66.6,474,2021
Tangipahoa,LA,66.1,466,2021
Tensas,LA,65.9,464,2021
Terrebonne,LA,68.5,491,2021
Union,LA,63.8,436,2021
Vermilion,LA,68.6,492,2021
Vernon,LA,66.3,470,2021
Washington,LA,65.4,458,2021
Webster,LA,64.2,442,2021
West Baton Rouge,LA,67.2,481,2021
West Carroll,LA,64.7,450,2021
West Feliciana,LA,66.9,477,2021
Winn,LA,64.4,445,2021
Androscoggin,ME,50.6,130,2021
Aroostook,ME,48.6,75,2021
Cumberland,ME,50.4,124,2021
Franklin,ME,47.2,44,2021
Hancock,ME,51.5,154,2021
Kennebec,ME,51,140,2021
Knox,ME,51.8,163,2021
Lincoln,ME,51.6,156,2021
Oxford,ME,48.3,66,2021
Penobscot,ME,50.2,117,2021
Piscataquis,ME,48.2,64,2021
Sagadahoc,ME,51.4,151,2021
Somerset,ME,48,59,2021
Waldo,ME,51,140,2021
Washington,ME,52,170,2021
York,ME,50.3,120,2021
Allegany,MD,50.5,127,2021
Anne Arundel,MD,56.6,302,2021
Baltimore,MD,56.3,294,2021
Calvert,MD,56.8,307,2021
Caroline,MD,55.7,278,2021
Carroll,MD,52.5,188,2021
Cecil,MD,54.5,244,2021
Charles,MD,56.8,307,2021
Dorchester,MD,57.6,326,2021
Frederick,MD,52.9,198,2021
Garrett,MD,46.5,34,2021
Harford,MD,54.2,235,2021
Howard,MD,54.1,233,2021
Kent,MD,55.4,271,2021
Montgomery,MD,54.3,238,2021
Prince George's,MD,55.8,282,2021
Queen Anne's,MD,55.5,274,2021
St. Mary's,MD,57.4,322,2021
Somerset,MD,58.4,343,2021
Talbot,MD,56.9,308,2021
Washington,MD,52.4,183,2021
Wicomico,MD,57.6,326,2021
Worcester,MD,58.4,343,2021
,,55.9,284,2021
Barnstable,MA,56.3,294,2021
Berkshire,MA,49,88,2021
Bristol,MA,55.1,263,2021
Dukes,MA,57,312,2021
Essex,MA,53.3,210,2021
Franklin,MA,50.6,130,2021
Hampden,MA,51.3,149,2021
Hampshire,MA,50.8,135,2021
Middlesex,MA,52.8,195,2021
Nantucket,MA,57,312,2021
Norfolk,MA,54,230,2021
Plymouth,MA,55.3,269,2021
Suffolk,MA,54.7,251,2021
Worcester,MA,51.4,151,2021
Alcona,MI,47.8,55,2021
Alger,MI,45.6,22,2021
Allegan,MI,50.7,132,2021
Alpena,MI,48,59,2021
Antrim,MI,48.3,66,2021
Arenac,MI,49,88,2021
Baraga,MI,45,18,2021
Barry,MI,50,111,2021
Bay,MI,49.9,107,2021
Benzie,MI,48.4,70,2021
Berrien,MI,52,170,2021
Branch,MI,50.6,130,2021
Calhoun,MI,50.2,117,2021
Cass,MI,51.4,151,2021
Charlevoix,MI,48.1,61,2021
Cheboygan,MI,46.9,39,2021
Chippewa,MI,45.5,21,2021
Clare,MI,47.9,56,2021
Clinton,MI,50.4,124,2021
Crawford,MI,47,41,2021
Delta,MI,46.2,31,2021
Dickinson,MI,45.8,25,2021
Eaton,MI,50.1,113,2021
Emmet,MI,47.6,52,2021
Genesee,MI,50.4,124,2021
Gladwin,MI,48.8,80,2021
Gogebic,MI,44.5,15,2021
Grand Traverse,MI,48.5,73,2021
Gratiot,MI,50.1,113,2021
Hillsdale,MI,50.2,117,2021
Houghton,MI,46.6,35,2021
Huron,MI,49.8,105,2021
Ingham,MI,50.4,124,2021
Ionia,MI,49.6,100,2021
Iosco,MI,48.4,70,2021
Iron,MI,44.5,15,2021
Isabella,MI,48.9,84,2021
Jackson,MI,50.3,120,2021
Kalamazoo,MI,50.8,135,2021
Kalkaska,MI,47.6,52,2021
Kent,MI,49.5,98,2021
Keweenaw,MI,46.9,39,2021
Lake,MI,47.8,55,2021
Lapeer,MI,50.3,120,2021
Leelanau,MI,49,88,2021
Lenawee,MI,51.5,154,2021
Livingston,MI,50.4,124,2021
Luce,MI,44.7,16,2021
Mackinac,MI,46,28,2021
Macomb,MI,52.1,174,2021
Manistee,MI,48.4,70,2021
Marquette,MI,45.5,21,2021
Mason,MI,48.6,75,2021
Mecosta,MI,47.7,54,2021
Menominee,MI,46.4,33,2021
Midland,MI,49.9,107,2021
Missaukee,MI,47.3,45,2021
Monroe,MI,53.2,206,2021
Montcalm,MI,48.6,75,2021
Montmorency,MI,46.8,37,2021
Muskegon,MI,50.2,117,2021
Newaygo,MI,48.4,70,2021
Oakland,MI,50.8,135,2021
Oceana,MI,49,88,2021
Ogemaw,MI,47.5,51,2021
Ontonagon,MI,45.7,24,2021
Osceola,MI,47,41,2021
Oscoda,MI,46.9,39,2021
Otsego,MI,46.4,33,2021
Ottawa,MI,50.6,130,2021
Presque Isle,MI,47,41,2021
Roscommon,MI,47.5,51,2021
Saginaw,MI,50.4,124,2021
St. Clair,MI,52,170,2021
St. Joseph,MI,51.3,149,2021
Sanilac,MI,50.4,124,2021
Schoolcraft,MI,45.6,22,2021
Shiawassee,MI,50.6,130,2021
Tuscola,MI,50,111,2021
Van Buren,MI,51.2,146,2021
Washtenaw,MI,51,140,2021
Wayne,MI,52.5,188,2021
Wexford,MI,47.4,48,2021
Aitkin,MN,46.1,29,2021
Anoka,MN,49.7,102,2021
Becker,MN,46,28,2021
Beltrami,MN,46,28,2021
Benton,MN,48.6,75,2021
Big Stone,MN,49.3,94,2021
Blue Earth,MN,49.6,100,2021
Brown,MN,50.4,124,2021
Carlton,MN,44.9,17,2021
Carver,MN,49.9,107,2021
Cass,MN,46.6,35,2021
Chippewa,MN,49.9,107,2021
Chisago,MN,48.8,80,2021
Clay,MN,46.3,31,2021
Clearwater,MN,46.1,29,2021
Cook,MN,41.6,7,2021
Cottonwood,MN,50.2,117,2021
Crow Wing,MN,47.4,48,2021
Dakota,MN,49.9,107,2021
Dodge,MN,47.9,56,2021
Douglas,MN,48.1,61,2021
Faribault,MN,49,88,2021
Fillmore,MN,46.9,39,2021
Freeborn,MN,48.5,73,2021
Goodhue,MN,49,88,2021
Grant,MN,48.2,64,2021
Hennepin,MN,50.2,117,2021
Houston,MN,48.8,80,2021
Hubbard,MN,46.2,31,2021
Isanti,MN,48.9,84,2021
Itasca,MN,45.6,22,2021
Jackson,MN,49.6,100,2021
Kanabec,MN,48.1,61,2021
Kandiyohi,MN,49.5,98,2021
Kittson,MN,45.7,24,2021
Koochiching,MN,45.5,21,2021
Lac qui Parle,MN,50,111,2021
Lake,MN,42.4,8,2021
Lake of the Woods,MN,45.7,24,2021
Le Sueur,MN,49.7,102,2021
Lincoln,MN,48.9,84,2021
Lyon,MN,50.2,117,2021
McLeod,MN,49.5,98,2021
Mahnomen,MN,46.2,31,2021
Marshall,MN,46.2,31,2021
Martin,MN,49.3,94,2021
Meeker,MN,49.2,92,2021
Mille Lacs,MN,48.1,61,2021
Morrison,MN,48.2,64,2021
Mower,MN,47.5,51,2021
Murray,MN,49.4,95,2021
Nicollet,MN,50,111,2021
Nobles,MN,48.9,84,2021
Norman,MN,46.5,34,2021
Olmsted,MN,48.1,61,2021
Otter Tail,MN,47.1,43,2021
Pennington,MN,46.5,34,2021
Pine,MN,46.4,33,2021
Pipestone,MN,48.7,78,2021
Polk,MN,46.7,36,2021
Pope,MN,48.9,84,2021
Ramsey,MN,50.3,120,2021
Red Lake,MN,46.9,39,2021
Redwood,MN,50.3,120,2021
Renville,MN,50.2,117,2021
Rice,MN,49,88,2021
Rock,MN,49.3,94,2021
Roseau,MN,45.4,20,2021
St. Louis,MN,44,11,2021
Scott,MN,50.2,117,2021
Sherburne,MN,49.2,92,2021
Sibley,MN,50,111,2021
Stearns,MN,49,88,2021
Steele,MN,48.4,70,2021
Stevens,MN,49,88,2021
Swift,MN,49.6,100,2021
Todd,MN,48.2,64,2021
Traverse,MN,48.4,70,2021
Wabasha,MN,49.5,98,2021
Wadena,MN,47.1,43,2021
Waseca,MN,49,88,2021
Washington,MN,50,111,2021
Watonwan,MN,50.3,120,2021
Wilkin,MN,47,41,2021
Winona,MN,48.7,78,2021
Wright,MN,49.4,95,2021
Yellow Medicine,MN,50.2,117,2021
Adams,MS,65.9,464,2021
Alcorn,MS,59.1,355,2021
Amite,MS,65.1,455,2021
Attala,MS,61.6,400,2021
Benton,MS,59.5,363,2021
Bolivar,MS,63.6,434,2021
Calhoun,MS,61.2,393,2021
Carroll,MS,61.7,401,2021
Chickasaw,MS,61.6,400,2021
Choctaw,MS,60.9,386,2021
Claiborne,MS,65.5,459,2021
Clarke,MS,62.7,421,2021
Clay,MS,61.9,405,2021
Coahoma,MS,62.9,424,2021
Copiah,MS,64.4,445,2021
Covington,MS,63.3,431,2021
DeSoto,MS,61.3,394,2021
Forrest,MS,64.8,451,2021
Franklin,MS,65.1,455,2021
George,MS,65.8,462,2021
Greene,MS,64.5,446,2021
Grenada,MS,61.2,393,2021
Hancock,MS,66.4,471,2021
Harrison,MS,66.6,474,2021
Hinds,MS,64.3,443,2021
Holmes,MS,63.1,427,2021
Humphreys,MS,64.3,443,2021
Issaquena,MS,64.9,452,2021
Itawamba,MS,60.5,379,2021
Jackson,MS,67,478,2021
Jasper,MS,62.5,416,2021
Jefferson,MS,65.5,459,2021
Jefferson Davis,MS,63.6,434,2021
Jones,MS,63.2,429,2021
Kemper,MS,61.5,398,2021
Lafayette,MS,61.2,393,2021
Lamar,MS,64.7,450,2021
Lauderdale,MS,62.3,413,2021
Lawrence,MS,64.1,440,2021
Leake,MS,62.3,413,2021
Lee,MS,61.1,391,2021
Leflore,MS,62.8,423,2021
Lincoln,MS,64.2,442,2021
Lowndes,MS,61.5,398,2021
Madison,MS,63.7,435,2021
Marion,MS,64.5,446,2021
Marshall,MS,60.3,376,2021
Monroe,MS,61.5,398,2021
Montgomery,MS,60.5,379,2021
Neshoba,MS,61.6,400,2021
Newton,MS,62.3,413,2021
Noxubee,MS,61.5,398,2021
Oktibbeha,MS,61.9,405,2021
Panola,MS,61.6,400,2021
Pearl River,MS,65.5,459,2021
Perry,MS,64.7,450,2021
Pike,MS,64.6,448,2021
Pontotoc,MS,61.4,397,2021
Prentiss,MS,59.9,369,2021
Quitman,MS,62.4,415,2021
Rankin,MS,63.3,431,2021
Scott,MS,62.6,419,2021
Sharkey,MS,64.7,450,2021
Simpson,MS,63.3,431,2021
Smith,MS,62.7,421,2021
Stone,MS,65.7,461,2021
Sunflower,MS,63.4,432,2021
Tallahatchie,MS,62.1,409,2021
Tate,MS,61.3,394,2021
Tippah,MS,59.5,363,2021
Tishomingo,MS,59.1,355,2021
Tunica,MS,62.1,409,2021
Union,MS,60.8,385,2021
Walthall,MS,64.5,446,2021
Warren,MS,65.2,456,2021
Washington,MS,64.2,442,2021
Wayne,MS,63,425,2021
Webster,MS,60.8,385,2021
Wilkinson,MS,66.2,468,2021
Winston,MS,61.4,397,2021
Yalobusha,MS,61.2,393,2021
Yazoo,MS,64.4,445,2021
Adair,MO,53.2,206,2021
Andrew,MO,54.8,255,2021
Atchison,MO,54.1,233,2021
Audrain,MO,54.8,255,2021
Barry,MO,58.3,340,2021
Barton,MO,58.4,343,2021
Bates,MO,57.2,317,2021
Benton,MO,55.9,284,2021
Bollinger,MO,56.1,290,2021
Boone,MO,56,287,2021
Buchanan,MO,55.5,274,2021
Butler,MO,58,334,2021
Caldwell,MO,54.8,255,2021
Callaway,MO,55.9,284,2021
Camden,MO,56.3,294,2021
Cape Girardeau,MO,56.6,302,2021
Carroll,MO,55,261,2021
Carter,MO,57.7,328,2021
Cass,MO,57,312,2021
Cedar,MO,57.9,332,2021
Chariton,MO,55,261,2021
Christian,MO,56.6,302,2021
Clark,MO,52.2,178,2021
Clay,MO,57.5,323,2021
Clinton,MO,56.2,291,2021
Cole,MO,56.4,297,2021
Cooper,MO,55.8,282,2021
Crawford,MO,54.8,255,2021
Dade,MO,58,334,2021
Dallas,MO,56.1,290,2021
Daviess,MO,54.8,255,2021
DeKalb,MO,55.1,263,2021
Dent,MO,55.8,282,2021
Douglas,MO,56.8,307,2021
Dunklin,MO,59.6,364,2021
Franklin,MO,54.9,258,2021
Gasconade,MO,54.9,258,2021
Gentry,MO,55.2,267,2021
Greene,MO,56.9,308,2021
Grundy,MO,54.4,242,2021
Harrison,MO,54.4,242,2021
Henry,MO,56.9,308,2021
Hickory,MO,56,287,2021
Holt,MO,54.9,258,2021
Howard,MO,55.8,282,2021
Howell,MO,58.9,352,2021
Iron,MO,55.2,267,2021
Jackson,MO,57.2,317,2021
Jasper,MO,59,353,2021
Jefferson,MO,56.1,290,2021
Johnson,MO,56.4,297,2021
Knox,MO,52.9,198,2021
Laclede,MO,56.7,304,2021
Lafayette,MO,56.1,290,2021
Lawrence,MO,57.9,332,2021
Lewis,MO,53,201,2021
Lincoln,MO,54.9,258,2021
Linn,MO,54.1,233,2021
Livingston,MO,54.3,238,2021
McDonald,MO,59.1,355,2021
Macon,MO,54,230,2021
Madison,MO,55.2,267,2021
Maries,MO,56.4,297,2021
Marion,MO,54,230,2021
Mercer,MO,53.2,206,2021
Miller,MO,56.6,302,2021
Mississippi,MO,58.3,340,2021
Moniteau,MO,55.8,282,2021
Monroe,MO,54,230,2021
Montgomery,MO,54.6,248,2021
Morgan,MO,55.6,277,2021
New Madrid,MO,58.7,349,2021
Newton,MO,59.2,358,2021
Nodaway,MO,54.5,244,2021
Oregon,MO,58.5,345,2021
Osage,MO,56.1,290,2021
Ozark,MO,58,334,2021
Pemiscot,MO,60,372,2021
Perry,MO,55.2,267,2021
Pettis,MO,55.6,277,2021
Phelps,MO,56.5,299,2021
Pike,MO,54.4,242,2021
Platte,MO,57.4,322,2021
Polk,MO,56.7,304,2021
Pulaski,MO,57.1,314,2021
Putnam,MO,52.1,174,2021
Ralls,MO,54.6,248,2021
Randolph,MO,54.8,255,2021
Ray,MO,56,287,2021
Reynolds,MO,56.4,297,2021
Ripley,MO,58.2,338,2021
St. Charles,MO,55.8,282,2021
St. Clair,MO,57.3,319,2021
Ste. Genevieve,MO,55.2,267,2021
St. Francois,MO,54.8,255,2021
St. Louis,MO,56.5,299,2021
Saline,MO,55.6,277,2021
Schuyler,MO,52,170,2021
Scotland,MO,52,170,2021
Scott,MO,57.8,330,2021
Shannon,MO,57.9,332,2021
Shelby,MO,53.1,204,2021
Stoddard,MO,57.9,332,2021
Stone,MO,57.8,330,2021
Sullivan,MO,53.3,210,2021
Taney,MO,57.8,330,2021
Texas,MO,57.4,322,2021
Vernon,MO,58.2,338,2021
Warren,MO,54.8,255,2021
Washington,MO,54.8,255,2021
Wayne,MO,56.9,308,2021
Webster,MO,55.8,282,2021
Worth,MO,54.4,242,2021
Wright,MO,56.6,302,2021
Beaverhead,MT,42.7,8,2021
Big Horn,MT,48.9,84,2021
Blaine,MT,48.5,73,2021
Broadwater,MT,47,41,2021
Carbon,MT,46.1,29,2021
Carter,MT,46.7,36,2021
Cascade,MT,47.6,52,2021
Chouteau,MT,49.6,100,2021
Custer,MT,48.8,80,2021
Daniels,MT,45.4,20,2021
Dawson,MT,47.4,48,2021
Deer Lodge,MT,43.4,9,2021
Fallon,MT,46.9,39,2021
Fergus,MT,48.7,78,2021
Flathead,MT,46.1,29,2021
Gallatin,MT,43.9,11,2021
Garfield,MT,48.9,84,2021
Glacier,MT,46.8,37,2021
Golden Valley,MT,48.7,78,2021
Granite,MT,44.5,15,2021
Hill,MT,47.7,54,2021
Jefferson,MT,46,28,2021
Judith Basin,MT,46.5,34,2021
Lake,MT,48.7,78,2021
Lewis and Clark,MT,46.1,29,2021
Liberty,MT,48.1,61,2021
Lincoln,MT,48,59,2021
McCone,MT,47.7,54,2021
Madison,MT,43.9,11,2021
Meagher,MT,44.7,16,2021
Mineral,MT,47.3,45,2021
Missoula,MT,46.4,33,2021
Musselshell,MT,49.7,102,2021
Park,MT,43.6,10,2021
Petroleum,MT,50.8,135,2021
Phillips,MT,48.9,84,2021
Pondera,MT,48.4,70,2021
Powder River,MT,48.5,73,2021
Powell,MT,45.1,19,2021
Prairie,MT,48.1,61,2021
Ravalli,MT,45.1,19,2021
Richland,MT,47.3,45,2021
Roosevelt,MT,46.8,37,2021
Rosebud,MT,49.1,90,2021
Sanders,MT,48.1,61,2021
Sheridan,MT,45.8,25,2021
Silver Bow,MT,44.9,17,2021
Stillwater,MT,47.4,48,2021
Sweet Grass,MT,47.3,45,2021
Teton,MT,47.2,44,2021
Toole,MT,48.7,78,2021
Treasure,MT,49.3,94,2021
Valley,MT,47.4,48,2021
Wheatland,MT,47.4,48,2021
Wibaux,MT,47,41,2021
Yellowstone,MT,50,111,2021
Adams,NE,54.1,233,2021
Antelope,NE,52,170,2021
Arthur,NE,51.9,166,2021
Banner,NE,49.3,94,2021
Blaine,NE,52.7,192,2021
Boone,NE,52.4,183,2021
Box Butte,NE,48.9,84,2021
Boyd,NE,52.3,180,2021
Brown,NE,51.9,166,2021
Buffalo,NE,53.6,218,2021
Burt,NE,51.9,166,2021
Butler,NE,52.8,195,2021
Cass,NE,54.2,235,2021
Cedar,NE,51.2,146,2021
Chase,NE,54.6,248,2021
Cherry,NE,50.5,127,2021
Cheyenne,NE,49.7,102,2021
Clay,NE,54.1,233,2021
Colfax,NE,52.2,178,2021
Cuming,NE,51.3,149,2021
Custer,NE,52.6,190,2021
Dakota,NE,51.2,146,2021
Dawes,NE,50.1,113,2021
Dawson,NE,53.2,206,2021
Deuel,NE,52.2,178,2021
Dixon,NE,50.8,135,2021
Dodge,NE,52.4,183,2021
Douglas,NE,53.7,221,2021
Dundy,NE,55.1,263,2021
Fillmore,NE,54,230,2021
Franklin,NE,54.5,244,2021
Frontier,NE,54,230,2021
Furnas,NE,55.2,267,2021
Gage,NE,54.5,244,2021
